	gene symbol	chromosome	gene start
1026	TMEM63A	1	225845536
1027	LEFTY1	1	225886282
1029	LEFTY2	1	225936598
1030	EPHX1	1	225810124
1031	SRM	1	11054584
1032	EXOSC10	1	11066618
1033	SYF2	1	25222276
1034	RSRP1	1	25242249
1035	RHD	1	25272393
1036	TMEM50A	1	25338317
1037	MACO1	1	25430858
1038	TSEN15	1	184051651
1039	LRRC71	1	156920632
1040	FMN2	1	240014348
1041	GREM2	1	240489573
1042	ADAMTSL4	1	150549369
1043	PTP4A2	1	31906421
1045	FNBP1L	1	93448118
1046	ZFYVE9	1	52142089
1047	PDPN	1	13583465
1048	TMCO4	1	19682240
1049	HYI	1	43450989
1050	ADGRB2	1	31727117
1051	NTNG1	1	107140007
1052	YY1AP1	1	155659443
1053	ANKRD65	1	1418420
1054	SNAP47	1	227728200
1055	B4GALT2	1	43978943
1056	OLFML2B	1	161983192
1057	TTC24	1	156579723
1058	IL20	1	206865623
1059	DNASE2B	1	84398484
1060	OR2L2	1	248030070
1061	OR2L3	1	248046836
1062	OR2M4	1	248231417
1063	MANEAL	1	37793847
1064	TNFRSF14	1	2555639
1065	PRAMEF9	1	13171848
1066	OR2T35	1	248636356
1067	OR10K2	1	158418210
1068	IRF2BP2	1	234604269
1069	RBM15	1	110338506
1070	JMJD4	1	227730425
1071	KLHDC7A	1	18480930
1072	MTX1	1	155208695
1073	ARL8A	1	202133404
1074	GPR37L1	1	202122886
1075	SNX27	1	151612006
1076	CELF3	1	151700058
1077	RIIAD1	1	151710433
1078	MRPL9	1	151759647
1079	OAZ3	1	151762899
1080	LINGO4	1	151800264
1081	THEM5	1	151847101
1082	THEM4	1	151870866
1083	S100A10	1	151982915
1084	STIL	1	47250139
1085	C1orf68	1	152719522
1086	LCE1F	1	152775140
1087	LCE1E	1	152786214
1088	LCE1D	1	152796721
1089	NCDN	1	35557473
1090	TFAP2E	1	35573314
1091	AMY1A	1	103655760
1092	AMY1B	1	103687415
1093	AMY1C	1	103745323
1094	HPDL	1	45326895
1095	OR2L5	1	248013660
1096	MAN1C1	1	25616791
1097	SELENON	1	25800193
1098	MAB21L3	1	116111399
1099	NFASC	1	204828651
1100	CNTN2	1	205042937
1101	SYPL2	1	109466546
1102	CCSAP	1	229321011
1103	ACTA1	1	229430365
1104	ZFP69	1	40477290
1105	ZNF684	1	40531573
1106	TRNAU1AP	1	28553085
1107	RAB42	1	28592200
1108	AMY2B	1	103553815
1109	AMY2A	1	103617427
1110	CDK18	1	205504596
1111	GOLT1A	1	204198163
1112	PLEKHA6	1	204218853
1113	ZMYM1	1	35032172
1114	C1orf146	1	92217915
1115	GLMN	1	92246402
1116	RPAP2	1	92299059
1117	OR10X1	1	158578919
1118	OR2T27	1	248649838
1119	OR6K3	1	158716327
1120	MNDA	1	158831351
1121	OR10J3	1	159313720
1122	OR14A16	1	247814660
1123	OR11L1	1	247840928
1124	TRIM58	1	247857187
1125	OR2W3	1	247895587
1126	OR2AJ1	1	247924889
1127	OR2L8	1	247948858
1128	OR6Y1	1	158544550
1129	ZSCAN20	1	33472645
1130	OR2T6	1	248375746
1131	OR2M5	1	248145148
1132	OR2M2	1	248174821
1133	MYOC	1	171635417
1134	GABRD	1	2019329
1135	ZBTB17	1	15941869
1136	SRARP	1	16004236
1137	HSPB7	1	16014028
1138	CLCNKA	1	16018875
1139	FAM131C	1	16057769
1140	OR2T8	1	247920252
1141	EFHD2	1	15409888
1142	CTRC	1	15438442
1143	OR6F1	1	247711436
1145	OR14K1	1	247738615
1146	OR9H1P	1	247770169
1147	OR10K1	1	158461574
1148	OR2T12	1	248290139
1149	OR2T33	1	248269917
1150	ZBTB8A	1	32539427
1151	ZBTB8OS	1	32600172
1152	NRAS	1	114704469
1153	SIKE1	1	114769479
1154	OR2T29	1	248556912
1155	OR4F5	1	65419
1156	OR2G6	1	248508073
1157	OR2T2	1	248445512
1158	OR13G1	1	247670812
1159	OR1C1	1	247754846
1160	OR2M3	1	248197265
1161	OR2T10	1	248590487
1162	OR6N1	1	158747814
1163	OR2T11	1	248623557
1164	OR10Z1	1	158605268
1165	SPTA1	1	158610704
1166	ZRANB2	1	71063291
1167	CERS2	1	150960583
1168	ANXA9	1	150982249
1169	PRUNE1	1	151008420
1170	BNIPL	1	151036321
1171	C1orf56	1	151047751
1172	CDC42SE1	1	151050971
1173	MLLT11	1	151060397
1174	IER5	1	181088700
1175	SLC25A44	1	156193932
1176	FH	1	241497511
1177	KMO	1	241532134
1178	OPN3	1	241590102
1179	CHML	1	241628851
1180	ATAD3A	1	1512162
1181	TMEM240	1	1534778
1182	SSU72	1	1541673
1183	MIB2	1	1615454
1184	BCL9	1	147541501
1185	EXO1	1	241847967
1186	BECN2	1	241957767
1187	MAP1LC3C	1	241995490
1188	WDR64	1	241652278
1189	DYNLT5	1	66752459
1190	DNAI4	1	66812885
1191	SGIP1	1	66533267
1192	LBR	1	225401502
1193	DNAH14	1	224896262
1194	DCDC2B	1	32209089
1195	DYRK3	1	206635536
1196	TNFSF18	1	173039202
1197	MAP10	1	232805416
1198	PLPPR4	1	99264292
1199	TRIM67	1	231162058
1200	FPGT	1	74198238
1201	LEXM	1	54806063
1202	RPRD2	1	150363091
1203	NBPF19	1	149475045
1204	NSUN4	1	46340789
1205	OR2T4	1	248361665
1206	INSL5	1	66797740
1207	ZNF124	1	247121975
1208	OR6P1	1	158560606
1209	NBPF4	1	108222464
1210	FAM72C	1	143955287
1211	SLC2A7	1	9002973
1212	OR6K2	1	158699678
1213	LCE4A	1	152708160
1214	LMNA	1	156082573
1215	ACTRT2	1	3021467
1216	LDLRAD2	1	21812265
1217	HSPG2	1	21822244
1218	CELA3B	1	21977022
1219	CELA3A	1	22001657
1220	WNT4	1	22117313
1221	RHEX	1	206053173
1222	AVPR1B	1	206106936
1223	FAM72A	1	206186179
1224	SRGAP2	1	206203346
1225	IKBKE	1	206470476
1226	RASSF5	1	206507531
1227	EIF2D	1	206571292
1228	CROCC	1	16740273
1229	VASH2	1	212950520
1230	CYB5RL	1	54169651
1231	ATXN7L2	1	109483479
1232	CENPL	1	173799550
1233	ZNF496	1	247297412
1234	RABGAP1L	1	174159410
1235	AMPD1	1	114673090
1236	UBE2U	1	64203623
1238	GPR161	1	168079542
1239	CD101	1	117001750
1240	LCE1C	1	152804832
1241	H3-7	1	143894544
1242	NPL	1	182789293
1243	RCC1	1	28505943
1244	C1orf109	1	37681570
1245	CRNN	1	152409243
1246	LCE5A	1	152510803
1247	CRCT1	1	152514482
1248	LCE3E	1	152565654
1249	LCE3D	1	152579381
1250	TEKT2	1	36084094
1251	ADPRS	1	36088892
1252	COL8A2	1	36095239
1253	TRAPPC3	1	36136570
1254	MAP7D1	1	36155579
1255	ZNF362	1	33256492
1256	A3GALT2	1	33306766
1257	S100A6	1	153534599
1258	S100A4	1	153543613
1259	S100A3	1	153547329
1260	S100A2	1	153561108
1261	S100A16	1	153606886
1262	S100A14	1	153614255
1263	S100A13	1	153618787
1264	S100A1	1	153627926
1265	CHTOP	1	153633982
1266	SNAPIN	1	153658703
1267	SH3D21	1	36306368
1268	STK40	1	36339624
1269	LSM10	1	36391238
1270	OSCP1	1	36415827
1271	MRPS15	1	36455718
1272	EVA1B	1	36322030
1273	ASCL5	1	201113943
1274	STX6	1	180972712
1275	MR1	1	181033374
1276	TMED5	1	93149742
1277	CCDC18	1	93179919
1278	TMEM269	1	42784991
1279	SVBP	1	42807052
1280	GORAB	1	170531819
1281	KDM1A	1	23019443
1282	LCE1B	1	152811971
1283	LCE1A	1	152827473
1284	LCE6A	1	152842856
1285	SMCP	1	152878322
1286	IVL	1	152908546
1287	SPRR4	1	152970648
1288	SPRR3	1	153001747
1289	SPRR1B	1	153031203
1290	SPRR2D	1	153039732
1291	SPRR2A	1	153056120
1292	SPRR2B	1	153070226
1293	SPRR2E	1	153093135
1294	SPRR2F	1	153112121
1295	SPRR2G	1	153149582
1296	CADM3	1	159171609
1297	ACKR1	1	159203307
1298	OR10J1	1	159437845
1299	FCER1A	1	159289714
1300	MYOM3	1	24056035
1301	IL22RA1	1	24119771
1302	IFNLR1	1	24154168
1304	ELF3	1	202007945
1305	LGR6	1	202193799
1306	PTPN7	1	202147013
1307	SIPA1L2	1	232397965
1308	SRSF4	1	29147743
1309	MROH9	1	170935526
1310	FMO3	1	171090901
1311	FMO2	1	171185249
1312	PEAR1	1	156893698
1313	ARHGEF11	1	156934840
1314	ETV3L	1	157092043
1315	ETV3	1	157121191
1316	C1orf94	1	34166883
1317	CSMD2	1	33513998
1318	PMVK	1	154924740
1319	PBXIP1	1	154944076
1320	PYGO2	1	154957026
1321	SHC1	1	154962298
1322	CKS1B	1	154974653
1323	FLAD1	1	154983338
1324	ZBTB7B	1	155002630
1325	DCST2	1	155018520
1326	DCST1	1	155033824
1327	ADAM15	1	155050566
1328	MTMR11	1	149928651
1329	OTUD7B	1	149937812
1330	FAM72D	1	145095974
1331	ANKRD35	1	145866560
1332	ITGA10	1	145891208
1333	PEX11B	1	145911350
1335	LIX1L	1	145933423
1336	ANKRD34A	1	145959441
1337	POLR3GL	1	145964690
1338	TXNIP	1	145992435
1339	HJV	1	146017468
1340	NBPF10	1	146064711
1341	TEX46	1	23010834
1342	AGBL4	1	48532854
1343	BEND5	1	48727519
1344	C1orf185	1	51102221
1345	ROR1	1	63774017
1346	VAMP4	1	171700160
1347	CFAP74	1	1921951
1348	NOTCH2NLC	1	149390621
1349	RALGPS2	1	178725165
1350	ANGPTL1	1	178849535
1351	FHAD1	1	15236521
1352	EIF4G3	1	20806292
1353	ITPKB	1	226631690
1354	S100A11	1	152032506
1355	TCHHL1	1	152084141
1356	RPTN	1	152153595
1357	HRNR	1	152212076
1358	NBPF15	1	144421390
1359	MINDY1	1	150996549
1360	PIGV	1	26787054
1361	ZDHHC18	1	26826688
1362	SFN	1	26863149
1363	GPN2	1	26876132
1364	GPATCH3	1	26890488
1365	NUDC	1	26900238
1366	NR0B2	1	26911489
1367	TRNP1	1	26993692
1368	TENT5B	1	27005020
1369	CATSPER4	1	26190561
1370	CEP85	1	26234200
1371	LIN28A	1	26410817
1372	HMGN2	1	26472440
1373	UBXN11	1	26281328
1374	PPP1R15B	1	204396492
1375	DMRTB1	1	53459399
1376	GLIS1	1	53506237
1377	NDC1	1	53765478
1378	RGS7	1	240767636
1379	CNR2	1	23870515
1380	PNRC2	1	23956839
1381	SRSF10	1	23964347
1382	GRHL3	1	24199558
1383	METTL13	1	171781660
1384	DNM3	1	171817887
1385	PIGC	1	172370189
1386	C1orf105	1	172420685
1387	EFCAB2	1	244969682
1388	H3-4	1	228424845
1389	ABCA4	1	93992834
1390	MDM4	1	204516379
1391	ARID1A	1	26693236
1392	WDR47	1	108970214
1393	NBPF1	1	16562319
1394	PYCR2	1	225919877
1395	SLAMF1	1	160608106
1396	NRDC	1	51789191
1397	FAF1	1	50437028
1398	PRRC2C	1	171485530
1399	LRRC41	1	46261196
1400	CYP4B1	1	46757838
1401	IGSF9	1	159927039
1402	TARS2	1	150487414
1403	TDRKH	1	151770107
1404	CYP4A11	1	46929177
1405	NBPF11	1	148102047
1406	PRKACB	1	84078062
1407	NOTCH2	1	119911553
1408	PATJ	1	61742477
1409	NPPA	1	11845709
1410	KISS1	1	204190341
1411	TNN	1	175067833
1412	MAST2	1	45786987
1413	PRKAA2	1	56645314
1414	SEMA4A	1	156147366
1415	ASAP3	1	23428563
1416	CCNL2	1	1385711
1417	KDF1	1	26949562
1418	VTCN1	1	117143587
1419	ZNF644	1	90915298
1420	CYP4A22	1	47137435
1421	KLHL17	1	960584
1422	TRIM46	1	155173787
1423	MEF2D	1	156463727
1424	DIO1	1	53891239
1425	MUC1	1	155185824
1426	OPRD1	1	28812170
1427	GBP5	1	89256189
1428	DIRAS3	1	68045886
1429	ELOA	1	23743448
1430	HMGCL	1	23801885
1431	FUCA1	1	23845077
1432	HCRTR1	1	31617686
1433	COL16A1	1	31652263
1434	MYOCOS	1	171600621
1435	ALDH9A1	1	165662216
1436	OR2B11	1	247449118
1437	OR6N2	1	158774222
1438	H3C15	1	149852608
1439	H2BC18	1	149782689
1440	H4C15	1	149854045
1441	H2AC19	1	149851061
1442	NBPF6	1	108450282
1443	DCAF6	1	167935783
1444	H2AC18	1	149842218
1445	H2BC21	1	149884459
1446	H4C14	1	149832657
1447	RSC1A1	1	15659713
1448	TRMT13	1	100133150
1449	H3C14	1	149840687
1450	OR2T1	1	248403048
1451	SEC16B	1	177923956
1452	IL19	1	206770764
1453	LCE2C	1	152675279
1454	OR2C3	1	247524677
1455	SPATA21	1	16387117
1456	ADGRL2	1	81306147
1457	CLCNKB	1	16040252
1458	VWA5B1	1	20290875
1459	LCE3C	1	152600234
1460	KCNQ4	1	40783787
1461	CITED4	1	40861054
1462	SLFNL1	1	41015589
1463	PKP1	1	201283452
1464	TNNT2	1	201359008
1465	LAD1	1	201380833
1466	TNNI1	1	201403768
1467	PHLDA3	1	201464278
1468	CSRP1	1	201483530
1469	IPO9	1	201829149
1470	SHISA4	1	201888680
1471	NAV1	1	201539127
1472	PTGER3	1	70852353
1473	NUDT17	1	145845630
1474	PIAS3	1	145848522
1476	RBM8A	1	145921556
1477	CAPZA1	1	112619805
1478	RHOC	1	112701127
1480	TAFA3	1	112718905
1481	MOV10	1	112673141
1482	NBPF26	1	120723949
1483	TAF12	1	28587829
1484	TAF13	1	109062496
1485	EPRS1	1	219968600
1486	BPNT1	1	220057482
1487	IARS2	1	220094132
1488	RAB3GAP2	1	220148293
1489	CDC42BPA	1	226989865
1490	HSD17B7	1	162790702
1491	MACF1	1	39081316
1492	CCDC190	1	162824458
1493	PIK3R3	1	46040140
1494	P3R3URF-PIK3R3	1	46043661
1495	TSPAN1	1	46175073
1496	P3R3URF	1	46175486
1497	LURAP1	1	46203334
1498	RAD54L	1	46246461
1499	POMGNT1	1	46188683
1500	BLZF1	1	169367970
1501	CCDC181	1	169394870
1502	SLC19A2	1	169463909
1503	F5	1	169511951
1504	PALMD	1	99646113
1505	STUM	1	226548764
1506	FCGR2C	1	161581339
1507	GON4L	1	155749659
1508	ZP4	1	237877864
1509	PPIAL4A	1	120889771
1510	PPCS	1	42456117
1511	PPIAL4C	1	149583848
1512	PPIAL4D	1	145241415
1513	PPIAL4E	1	144372875
1514	PPIAL4F	1	144592893
1515	PPIAL4G	1	148482548
1516	PPIAL4H	1	146344006
1517	CSDE1	1	114716913
1518	GPR61	1	109539872
1519	KLHL21	1	6590724
1520	PHF13	1	6613731
1521	KLHL12	1	202891116
1522	ADIPOR1	1	202940826
1523	CYB5R1	1	202961873
1524	TMEM183A	1	203007374
1525	MYOG	1	203083129
1526	ADORA1	1	203090654
1527	MYBPH	1	203167811
1528	CHI3L1	1	203178931
1529	UBR4	1	19074510
1530	AKR7L	1	19265982
1531	MRTO4	1	19251805
1532	AKR7A3	1	19282573
1533	AKR7A2	1	19303965
1534	SLC66A1	1	19312326
1535	RABIF	1	202878282
1536	CHIT1	1	203212827
1537	PPFIA4	1	203026491
1538	SETDB1	1	150926263
1539	DNAJC11	1	6634168
1540	PRDM2	1	13700188
1542	RHCE	1	25362249
1543	EMC1	1	19215660
1544	DPH5	1	100989623
1545	C1orf50	1	42767245
1546	TAL1	1	47216290
1547	EDEM3	1	184690237
1548	LENEP	1	154993586
1549	ARPC5	1	183620846
1550	APOBEC4	1	183646275
1551	SMG7	1	183472216
1552	AKNAD1	1	108815898
1553	CLCC1	1	108881885
1554	PRKCZ	1	2050411
1555	IPP	1	45694324
1556	PDE4B	1	65792514
1557	TMOD4	1	151169986
1558	SMAP2	1	40344850
1559	CALML6	1	1915108
1560	HP1BP3	1	20740266
1561	EXO5	1	40508741
1562	PIK3C2B	1	204422628
1563	VPS72	1	151176304
1564	SEMA6C	1	151131685
1565	OVGP1	1	111414319
1566	WDR77	1	111439890
1567	ATP5PB	1	111448864
1568	C1orf162	1	111473792
1569	TMIGD3	1	111483348
1570	ADORA3	1	111499429
1571	RAP1A	1	111542218
1572	FOXO6	1	41361922
1573	EDN2	1	41478775
1574	ATP1B1	1	169105697
1575	SELENOF	1	86862445
1576	HS2ST1	1	86914635
1578	HOOK1	1	59814786
1579	CYP2J2	1	59893308
1580	H2AC25	1	228434777
1581	H2BC26	1	228458103
1582	RNF187	1	228487382
1583	AGTRAP	1	11736084
1584	MTHFR	1	11785723
1585	C1orf167	1	11761787
1586	FAM177B	1	222737202
1587	SLC44A5	1	75202129
1588	FAM229A	1	32361270
1589	THAP3	1	6624868
1590	S100A5	1	153537147
1591	FCGR2B	1	161663143
1592	PPM1J	1	112709994
1593	TCHH	1	152106317
1594	PMF1	1	156212993
1595	NFYC	1	40691648
1596	SPOCD1	1	31790422
1597	MIGA1	1	77779624
1598	MOB3C	1	46607719
1599	SRSF11	1	70205682
1600	CTXND2	1	150887136
1601	GPR137B	1	236142505
1602	ERO1B	1	236214681
1603	KPRP	1	152758025
1604	C2CD4D	1	151837818
1605	MTARC2	1	220748225
1606	MTARC1	1	220786352
1607	ATPAF1	1	46632737
1608	SCMH1	1	41027202
1609	SRGAP2B	1	144887265
1610	RGS16	1	182598623
1611	RGS8	1	182641816
1612	SARS1	1	109213918
1613	CELSR2	1	109249539
1614	PSRC1	1	109279556
1615	MYBPHL	1	109292365
1616	SORT1	1	109309568
1617	PSMA5	1	109399042
1618	ZBTB37	1	173868082
1619	LACTBL1	1	22953043
1620	UAP1	1	162561722
1621	PYHIN1	1	158930796
1622	IFI16	1	158999968
1623	AIM2	1	159061599
1624	BTBD19	1	44808523
1625	AK2	1	33007986
1626	C8A	1	56854768
1627	C1QA	1	22635077
1629	C1QC	1	22643014
1630	C1QB	1	22652762
1631	CD46	1	207752037
1632	YOD1	1	207043849
1633	C4BPB	1	207088860
1634	C4BPA	1	207104233
1636	CFHR3	1	196774813
1637	G0S2	1	209675412
1638	HSD11B1	1	209686178
1639	TRAF3IP3	1	209756032
1640	C1orf74	1	209779208
1642	IRF6	1	209785617
1643	UTP25	1	209827972
1644	RIMKLA	1	42380792
1645	ZMYND12	1	42430329
1646	YARS1	1	32775237
1647	C8B	1	56929207
1648	DCAF8	1	160215715
1650	PEX19	1	160276807
1651	NHLH1	1	160367071
1652	SLAMF6	1	160485030
1653	CD84	1	160541095
1654	COPA	1	160288594
1655	SPRR1A	1	152984081
1656	CAMSAP2	1	200738893
1657	INAVA	1	200891048
1658	CLCA2	1	86424171
1659	CLCA1	1	86468368
1660	CLCA4	1	86547078
1661	GGPS1	1	235327350
1662	PRKAB2	1	147155106
1663	NUDT4B	1	148748774
1664	SLC25A34	1	15736258
1665	TMEM82	1	15742499
1666	FBLIM1	1	15756607
1667	NBPF3	1	21440128
1668	RAP1GAP	1	21596221
1669	USP48	1	21678298
1670	CCDC30	1	42463221
1672	MATN1	1	30711277
1673	SFPQ	1	35176378
1674	NT5C1A	1	39651229
1675	PPIE	1	39692182
1676	BMP8B	1	39757182
1677	OXCT2	1	39769523
1678	TRIT1	1	39838110
1679	MYCL	1	39895426
1680	MFSD2A	1	39955112
1681	LHX8	1	75128434
1682	DNAI3	1	84999147
1683	MCOLN3	1	85018082
1684	SYDE2	1	85156889
1685	PLPPR5	1	98890245
1686	AQP10	1	154321090
1687	ATP8B2	1	154325525
1688	RUSC1	1	155320894
1689	ARHGEF2	1	155946851
1690	FCRL5	1	157513377
1691	FCRL4	1	157573747
1692	FCRL3	1	157674321
1693	FCRL2	1	157745733
1694	VANGL2	1	160400564
1695	USP21	1	161159450
1697	SPATA46	1	162373203
1698	C1orf226	1	162378841
1699	SH2D1B	1	162395268
1700	UHMK1	1	162497251
1701	DDR2	1	162631373
1702	RASAL2	1	178094104
1703	TEX35	1	178513109
1704	SLC30A10	1	219685427
1705	ENAH	1	225486765
1706	GFI1	1	92473043
1707	UQCRHL	1	15807169
1708	COX20	1	244835616
1709	IL12RB2	1	67307364
1710	ALPL	1	21509397
1712	IL10	1	206767602
1713	CFH	1	196651754
1715	KIF1B	1	10210570
1716	CTPS1	1	40979300
1717	AGT	1	230690776
1718	EIF3I	1	32221077
1719	CFAP141	1	154199085
1720	C1orf43	1	154206696
1721	UBAP2L	1	154220179
1722	BSDC1	1	32364633
1723	KIAA0319L	1	35393883
1724	LAMTOR2	1	156054782
1725	PYDC5	1	158999971
1726	LCK	1	32251244
1727	ARHGEF16	1	3454665
1728	TPRG1L	1	3625015
1729	WRAP73	1	3630767
1730	TP73	1	3652516
1731	MEGF6	1	3487951
1732	RSBN1	1	113761832
1733	PTPN22	1	113813811
1734	BCL2L15	1	113876816
1735	AP4B1	1	113894194
1736	HIPK1	1	113929324
1737	DCLRE1B	1	113904619
1738	C1orf141	1	67092165
1739	DHRS3	1	12567910
1740	AADACL3	1	12716110
1741	CFAP107	1	12746200
1742	PRAMEF12	1	12773738
1743	PRAMEF1	1	12791397
1744	PRAMEF11	1	12824605
1745	HNRNPCL1	1	12847377
1746	PRAMEF2	1	12857086
1747	PRAMEF4	1	12879212
1748	PRAMEF10	1	12892896
1749	PRAMEF6	1	12938472
1750	PRAMEF13	1	13196188
1751	PRAMEF33	1	13303539
1752	AADACL4	1	12644085
1753	PRAMEF7	1	12916610
1754	PRAMEF5	1	13254198
1755	IL23R	1	67138907
1756	PRAMEF8	1	13281304
1757	PRAMEF20	1	13410450
1758	LRRC38	1	13474973
1759	LYST	1	235661041
1760	TACSTD2	1	58575433
1761	MYSM1	1	58643440
1762	FBXO2	1	11637018
1763	FBXO44	1	11654375
1764	FBXO6	1	11664200
1765	DRAXIN	1	11691710
1766	RPF1	1	84479259
1767	GNG5	1	84498323
1768	CTBS	1	84549611
1769	SSX2IP	1	84643706
1770	PRAMEF19	1	13368431
1771	MAD2L2	1	11658918
1772	FAM72B	1	121167646
1773	PRAMEF26	1	13148905
1774	ZBED6	1	203795623
1775	SLC2A1	1	42925353
1776	KCNA3	1	110653560
1777	NLRP3	1	247416156
1778	ZC3H11B	1	219608012
1779	NCF2	1	183554461
1780	FOXD3	1	63322567
1781	ALG6	1	63367575
1782	ATP6V1G3	1	198523222
1783	PTPRC	1	198638457
1784	DMBX1	1	46489836
1785	MSTO1	1	155563235
1786	RORC	1	151806071
1787	CAPN2	1	223701593
1788	TP53BP2	1	223779893
1789	RGS13	1	192636138
1790	RGS2	1	192809039
1791	HAX1	1	154272355
1792	GLMP	1	156290089
1793	CRYBG2	1	26321698
1794	TTC13	1	230906243
1795	ARV1	1	230978981
1796	TMEM234	1	32214472
1797	GADD45A	1	67685201
1798	GNG12	1	67701475
1799	WLS	1	68098473
1800	ESRRG	1	216503246
1801	CHRNB2	1	154567778
1802	KCNN3	1	154697455
1803	TMEM275	1	46532166
1804	LELP1	1	153203430
1805	PRR9	1	153217584
1806	LORICRIN	1	153259687
1807	PGLYRP3	1	153297116
1808	PGLYRP4	1	153330120
1809	S100A9	1	153357854
1810	S100A12	1	153373711
1811	S100A8	1	153390032
1812	S100A7A	1	153416520
1813	S100A7	1	153457744
1814	NBPF8	1	120415035
1815	TNFRSF18	1	1203508
1816	SDF4	1	1216931
1817	B3GALT6	1	1232237
1818	C1QTNF12	1	1242446
1819	UBE2J2	1	1253909
1820	SCNN1D	1	1280436
1821	PLEKHO1	1	150149183
1822	ANP32E	1	150218417
1823	CA14	1	150257251
1824	APH1A	1	150265399
1825	C1orf54	1	150268200
1826	CIART	1	150282543
1827	MRPS21	1	150293861
1828	PRPF3	1	150321479
1829	ACAP3	1	1292390
1830	INTS11	1	1311585
1831	CPTP	1	1324756
1832	TAS1R3	1	1331280
1833	DVL1	1	1335276
1834	MXRA8	1	1352689
1835	AURKAIP1	1	1373730
1836	TMEM222	1	27322145
1837	SYTL1	1	27342020
1838	MAP3K6	1	27355184
1839	CD164L2	1	27379176
1840	VPS45	1	150067279
1841	IL6R	1	154405193
1842	MUTYH	1	45329163
1843	ACADM	1	75724431
1844	ZBTB18	1	244048547
1845	TMEM201	1	9588911
1846	CLSTN1	1	9728926
1847	CTNNBIP1	1	9848276
1848	LZIC	1	9922113
1849	PDZK1	1	145670852
1850	CD160	1	145719471
1851	RNF115	1	145738868
1852	POLR3C	1	145824053
1853	PIK3CD	1	9629889
1854	FASLG	1	172659103
1855	NBPF9	1	149052186
1856	NBPF20	1	145289900
1857	PRAMEF25	1	13068677
1858	GPATCH4	1	156594301
1859	NBPF12	1	146938324
1860	VAMP3	1	7771296
1861	PER3	1	7784291
1862	UTS2	1	7843083
1863	TNFRSF9	1	7915871
1864	PARK7	1	7954291
1865	ERRFI1	1	8004404
1866	CMPK1	1	47333790
1867	CSF3R	1	36466043
1868	C1orf127	1	10946471
1869	FCGR2A	1	161505430
1870	SERTAD4	1	210232796
1871	DPH2	1	43970000
1872	JAK1	1	64833223
1873	SETSIP	1	92074533
1874	BCL10	1	85265776
1875	UBE2T	1	202331544
1876	CFHR1	1	196819731
1877	CFHR4	1	196888014
1878	CFHR5	1	196975010
1879	FCGR3A	1	161541759
1881	FCGR3B	1	161623196
1882	NUAK2	1	205302063
1883	KLHDC8A	1	205336061
1884	LEMD1	1	205381378
1885	BLACAT1	1	205434885
1886	NCSTN	1	160343294
1887	CD55	1	207321519
1888	CR2	1	207453024
1889	CR1	1	207496147
1890	SYT14	1	209900923
1891	AGO1	1	35869808
1892	AGO3	1	35930718
1893	WNT9A	1	227918656
1894	ARF1	1	228082708
1895	PBX1	1	164555584
1896	WDTC1	1	27234632
1897	WASF2	1	27404230
1898	FCN3	1	27369110
1899	PLA2G2A	1	19975431
1900	SPRR5	1	152947206
1901	NOTCH2NLB	1	148600285
1902	OR2AK2	1	247965233
1903	OR6K6	1	158754720
1904	FCRLB	1	161721544
1905	PRSS38	1	227815675
1906	OR10R2	1	158472220
1907	OR2L13	1	248095184
1908	LCE7A	1	152859996
1909	NOTCH2NLR	1	120723912
1910	OR14L1P	1	247617143
1911	PRAMEF18	1	13222695
1912	NOTCH2NLA	1	146146203
1913	CLEC20A	1	178479240
1914	ZNF593OS	1	26169516
1915	TMEM35B	1	34981380
1916	TTC34	1	2636986
1917	NBPF14	1	148531385
1919	TAS1R2	1	18839599
1920	TAF5L	1	229593134
1921	TNFRSF4	1	1211326
1922	NFIA	1	60865259
1923	CFHR2	1	196943738
1924	CREG1	1	167529117
1925	CD247	1	167425027
1926	MASP2	1	11022009
1927	CAMTA1	1	6785454
1928	AXDND1	1	179365720
1929	NPHS2	1	179550539
1930	CEPT1	1	111139479
1931	ANGPTL7	1	11189355
1932	UBIAD1	1	11273198
1933	MTOR	1	11106535
1934	ZNF687	1	151281618
1935	PI4KB	1	151291797
1936	RFX5	1	151340640
1937	SELENBP1	1	151364304
1938	PSMB4	1	151399560
1939	CGN	1	151510510
1940	TUFT1	1	151540305
1941	POGZ	1	151402724
1942	RPS6KA1	1	26529761
1943	OR4F29	1	450740
1944	DHDDS	1	26432282
1945	TARDBP	1	11012344
1946	NEXN	1	77888513
1947	DNAJB4	1	77979175
1948	FUBP1	1	77944055
1949	NPR1	1	153678688
1950	INTS3	1	153728050
1951	SLC27A3	1	153774354
1952	GATAD2B	1	153789030
1953	KCND3	1	111770662
1954	KCNH1	1	210676823
1956	GNB1	1	1785285
1957	GSTM4	1	109656099
1958	GSTM2	1	109668022
1959	GSTM1	1	109687814
1960	GSTM5	1	109711780
1961	GSTM3	1	109733932
1962	EPS8L3	1	109750080
1963	OR2T7	1	248436359
1964	OR4F16	1	685716
1965	CEP170	1	243124428
1966	KIAA1614	1	180912897
1967	PCSK9	1	55039447
1968	USP24	1	55066359
1969	ODF2L	1	86346824
1970	PERM1	1	975198
1971	KIRREL1	1	157993273
1972	SMIM42	1	158127287
1973	CD1D	1	158178030
1974	ENO1	1	8861000
1975	CA6	1	8945867
1976	RERE	1	8352397
